symbol,side,entry_time,entry_price,qty,sl,tp,status,reason,highest_high,lowest_low,trailing_active,sl_original,exit_time,exit_price,exit_reason,pnl,pnl_percent,breakeven_active,pyramided
3MINDIA.NS,BUY,2025-10-27 10:00:00+05:30,30030.0,4,29935.0,30220.0,CLOSED,Impulse Buy: Retraced to 29952.50,30035.0,29920.0,False,29935.0,2025-10-27 10:00:00+05:30,29935.0,Hit SL,-380.0,-0.31635031635031635,,
3MINDIA.NS,BUY,2025-10-28 09:25:00+05:30,30195.0,4,30137.5,30310.0,CLOSED,Impulse Buy: Retraced to 30156.25,30250.0,30085.0,False,30137.5,2025-10-28 09:30:00+05:30,30137.5,Hit SL,-230.0,-0.1904288789534691,,
3MINDIA.NS,BUY,2025-10-29 09:35:00+05:30,29680.0,5,29652.5,29735.0,CLOSED,Impulse Buy: Retraced to 29671.25,29700.0,29635.0,False,29652.5,2025-10-29 09:35:00+05:30,29652.5,Hit SL,-137.5,-0.09265498652291106,,
3MINDIA.NS,BUY,2025-10-30 09:40:00+05:30,29765.0,5,29735.0,29825.0,CLOSED,Impulse Buy: Retraced to 29752.50,29770.0,29735.0,False,29735.0,2025-10-30 09:40:00+05:30,29735.0,Hit SL,-150.0,-0.10078951789013943,,
3MINDIA.NS,BUY,2025-10-31 09:35:00+05:30,29830.0,5,29825.0,29840.0,CLOSED,Impulse Buy: Retraced to 29835.00,29830.0,29795.0,False,29825.0,2025-10-31 09:35:00+05:30,29825.0,Hit SL,-25.0,-0.016761649346295676,,
3MINDIA.NS,BUY,2025-11-03 09:15:00+05:30,29770.0,3,29572.5,30165.0,CLOSED,Impulse Buy: Retraced to 29586.25,29770.0,29500.0,False,29572.5,2025-11-03 09:15:00+05:30,29572.5,Hit SL,-592.5,-0.6634195498824319,,
3MINDIA.NS,BUY,2025-11-04 09:20:00+05:30,34085.0,1,34765.0,35055.0,CLOSED,Impulse Buy: Retraced to 34000.00,35250.0,34000.0,True,33600.0,2025-11-04 09:30:00+05:30,34765.0,Hit SL,680.0,1.99501246882793,True,
3MINDIA.NS,BUY,2025-11-06 09:55:00+05:30,36270.0,2,36042.5,36725.0,CLOSED,Impulse Buy: Retraced to 36096.25,36310.0,36000.0,False,36042.5,2025-11-06 09:55:00+05:30,36042.5,Hit SL,-455.0,-0.6272401433691757,,
3MINDIA.NS,BUY,2025-11-07 09:30:00+05:30,35300.0,4,35162.5,35575.0,CLOSED,Impulse Buy: Retraced to 35206.25,35300.0,35115.0,False,35162.5,2025-11-07 09:30:00+05:30,35162.5,Hit SL,-550.0,-0.3895184135977337,,
3MINDIA.NS,BUY,2025-11-10 09:15:00+05:30,35930.0,1,35390.0,37010.0,CLOSED,Impulse Buy: Retraced to 35427.50,35930.0,35060.0,False,35390.0,2025-11-10 09:15:00+05:30,35390.0,Hit SL,-540.0,-1.5029223490119676,,
3MINDIA.NS,BUY,2025-11-11 09:15:00+05:30,36095.0,4,36190.0,36235.0,CLOSED,Impulse Buy: Retraced to 36037.50,36260.0,35920.0,True,36025.0,2025-11-11 09:15:00+05:30,36190.0,Hit SL,380.0,0.26319434824767973,,
3MINDIA.NS,BUY,2025-11-12 09:40:00+05:30,36056.666666666664,6,36056.65,36105.0,CLOSED,Impulse Buy: Retraced to 36042.50,36100.0,36035.0,False,36000.0,2025-11-12 09:50:00+05:30,36056.65,Hit SL,-0.09999999997671694,-4.62235370142909e-05,True,True
3MINDIA.NS,BUY,2025-11-13 09:20:00+05:30,36155.0,4,36202.5,36190.0,CLOSED,Impulse Buy: Retraced to 36173.75,36220.0,36105.0,True,36137.5,2025-11-13 09:20:00+05:30,36202.5,Hit SL,190.0,0.13137878578343246,,
3MINDIA.NS,BUY,2025-11-14 09:40:00+05:30,36050.0,4,36082.5,36065.0,CLOSED,Impulse Buy: Retraced to 36058.75,36090.0,36020.0,True,36042.5,2025-11-14 09:40:00+05:30,36082.5,Hit SL,130.0,0.09015256588072121,,
3MINDIA.NS,BUY,2025-11-17 09:20:00+05:30,36075.0,4,35985.0,36255.0,CLOSED,Impulse Buy: Retraced to 36057.50,36140.0,35950.0,False,35985.0,2025-11-17 09:40:00+05:30,35985.0,Hit SL,-360.0,-0.2494802494802495,,
3MINDIA.NS,BUY,2025-11-18 09:15:00+05:30,36210.0,4,36082.5,36465.0,CLOSED,Impulse Buy: Retraced to 36116.25,36265.0,36080.0,False,36082.5,2025-11-18 09:30:00+05:30,36082.5,Hit SL,-510.0,-0.35211267605633806,,
3MINDIA.NS,BUY,2025-11-19 09:25:00+05:30,36095.0,4,36135.0,36115.0,CLOSED,Impulse Buy: Retraced to 36110.00,36145.0,36095.0,True,36085.0,2025-11-19 09:25:00+05:30,36135.0,Hit SL,160.0,0.11081867294639147,,
3MINDIA.NS,BUY,2025-11-20 10:35:00+05:30,35780.0,4,35755.0,35830.0,CLOSED,Impulse Buy: Retraced to 35767.50,35780.0,35730.0,False,35755.0,2025-11-20 10:35:00+05:30,35755.0,Hit SL,-100.0,-0.0698714365567356,,
3MINDIA.NS,SELL,2025-11-21 10:30:00+05:30,35650.0,4,35585.0,35640.0,CLOSED,Impulse Sell: Retraced to 35635.00,35695.0,35580.0,True,35655.0,2025-11-21 10:30:00+05:30,35585.0,Hit SL,260.0,0.182328190743338,,
3MINDIA.NS,SELL,2025-11-24 09:15:00+05:30,35435.0,4,35305.0,35395.0,CLOSED,Impulse Sell: Retraced to 35432.50,35555.0,35285.0,True,35455.0,2025-11-24 09:15:00+05:30,35305.0,Hit SL,520.0,0.3668689149146324,,
